Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-g1a6,randomiser-62yd,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
117,1667928869873,08/11/2022 17:34:29,1667928869832,0,08/11/2022 17:34:29,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,49,2,Screen 2,fixation,fixation,700.3159999999916,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Arts,right,,,,,humanities,science,74,practice_incongruent,practice_incongruent
118,1667928870565,08/11/2022 17:34:30,1667928870566,0,08/11/2022 17:34:30,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,50,1,Screen 1,Zone9,response_keyboard,706.9000000003725,left,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Engineering,left,,,,,humanities,science,70,practice_incongruent,practice_incongruent
119,1667928871269,08/11/2022 17:34:31,1667928871265,0,08/11/2022 17:34:31,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,50,2,Screen 2,fixation,fixation,700.244000000006,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Engineering,left,,,,,humanities,science,70,practice_incongruent,practice_incongruent
120,1667928873086,08/11/2022 17:34:33,1667928873102,0,08/11/2022 17:34:33,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,51,1,Screen 1,Zone9,response_keyboard,1806.2000000011176,left,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Chemistry,left,,,,,humanities,science,66,practice_incongruent,practice_incongruent
121,1667928873801,08/11/2022 17:34:33,1667928873799,0,08/11/2022 17:34:33,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,51,2,Screen 2,fixation,fixation,700.0400000000081,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Chemistry,left,,,,,humanities,science,66,practice_incongruent,practice_incongruent
122,1667928875406,08/11/2022 17:34:35,1667928875416,0,08/11/2022 17:34:35,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,52,1,Screen 1,Zone9,response_keyboard,1590,left,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Math,left,,,,,humanities,science,67,practice_incongruent,practice_incongruent
123,1667928876108,08/11/2022 17:34:36,1667928876116,0,08/11/2022 17:34:36,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,52,2,Screen 2,fixation,fixation,700.2770000000019,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Math,left,,,,,humanities,science,67,practice_incongruent,practice_incongruent
124,1667928876858,08/11/2022 17:34:36,1667928876870,0,08/11/2022 17:34:36,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,53,1,Screen 1,Zone9,response_keyboard,708.5,right,1,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Geology,left,,,,,humanities,science,68,practice_incongruent,practice_incongruent
125,1667928877595,08/11/2022 17:34:37,1667928877581,0,08/11/2022 17:34:37,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,53,1,Screen 1,Zone9,response_keyboard,1421.4000000003725,right,2,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Geology,left,,,,,humanities,science,68,practice_incongruent,practice_incongruent
126,1667928879675,08/11/2022 17:34:39,1667928879686,0,08/11/2022 17:34:39,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,53,1,Screen 1,Zone9,response_keyboard,3538.5999999996275,left,3,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Geology,left,,,,,humanities,science,68,practice_incongruent,practice_incongruent
127,1667928880374,08/11/2022 17:34:40,1667928880383,0,08/11/2022 17:34:40,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,53,2,Screen 2,fixation,fixation,699.9980000000214,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Geology,left,,,,,humanities,science,68,practice_incongruent,practice_incongruent
128,1667928881661,08/11/2022 17:34:41,1667928881658,0,08/11/2022 17:34:41,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,54,1,Screen 1,Zone9,response_keyboard,1226,right,1,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Biology,left,,,,,humanities,science,64,practice_incongruent,practice_incongruent
129,1667928882918,08/11/2022 17:34:42,1667928882910,0,08/11/2022 17:34:42,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,54,1,Screen 1,Zone9,response_keyboard,2491.2000000011176,left,2,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Biology,left,,,,,humanities,science,64,practice_incongruent,practice_incongruent
130,1667928883611,08/11/2022 17:34:43,1667928883599,0,08/11/2022 17:34:43,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,54,2,Screen 2,fixation,fixation,700.0719999999856,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Biology,left,,,,,humanities,science,64,practice_incongruent,practice_incongruent
131,1667928884457,08/11/2022 17:34:44,1667928884465,0,08/11/2022 17:34:44,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,55,1,Screen 1,Zone9,response_keyboard,835.5,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Music,right,,,,,humanities,science,77,practice_incongruent,practice_incongruent
132,1667928885147,08/11/2022 17:34:45,1667928885150,0,08/11/2022 17:34:45,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,55,2,Screen 2,fixation,fixation,700.3129999999946,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Music,right,,,,,humanities,science,77,practice_incongruent,practice_incongruent
133,1667928886493,08/11/2022 17:34:46,1667928886494,0,08/11/2022 17:34:46,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,56,1,Screen 1,Zone9,response_keyboard,1313.199999999255,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Philosophy,right,,,,,humanities,science,72,practice_incongruent,practice_incongruent
134,1667928887176,08/11/2022 17:34:47,1667928887183,0,08/11/2022 17:34:47,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,56,2,Screen 2,fixation,fixation,700.1499999999942,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Philosophy,right,,,,,humanities,science,72,practice_incongruent,practice_incongruent
135,1667928887906,08/11/2022 17:34:47,1667928887903,0,08/11/2022 17:34:47,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,57,1,Screen 1,Zone9,response_keyboard,688.8000000007451,left,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Astronomy,left,,,,,humanities,science,69,practice_incongruent,practice_incongruent
136,1667928888612,08/11/2022 17:34:48,1667928888598,0,08/11/2022 17:34:48,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,57,2,Screen 2,fixation,fixation,700.0149999999849,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Astronomy,left,,,,,humanities,science,69,practice_incongruent,practice_incongruent
137,1667928889480,08/11/2022 17:34:49,1667928889497,0,08/11/2022 17:34:49,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,58,1,Screen 1,Zone9,response_keyboard,885.7999999988824,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,English,right,,,,,humanities,science,76,practice_incongruent,practice_incongruent
138,1667928890163,08/11/2022 17:34:50,1667928890182,0,08/11/2022 17:34:50,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,58,2,Screen 2,fixation,fixation,700.122000000003,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,English,right,,,,,humanities,science,76,practice_incongruent,practice_incongruent
139,1667928890806,08/11/2022 17:34:50,1667928890806,0,08/11/2022 17:34:50,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,59,1,Screen 1,Zone9,response_keyboard,615,left,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Physics,left,,,,,humanities,science,65,practice_incongruent,practice_incongruent
140,1667928891493,08/11/2022 17:34:51,1667928891500,0,08/11/2022 17:34:51,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,59,2,Screen 2,fixation,fixation,700.0580000000191,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Physics,left,,,,,humanities,science,65,practice_incongruent,practice_incongruent
141,1667928892150,08/11/2022 17:34:52,1667928892157,0,08/11/2022 17:34:52,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,60,1,Screen 1,Zone9,response_keyboard,624.7999999988824,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Literature,right,,,,,humanities,science,75,practice_incongruent,practice_incongruent
142,1667928892865,08/11/2022 17:34:52,1667928892850,0,08/11/2022 17:34:52,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,60,2,Screen 2,fixation,fixation,699.9580000000133,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Literature,right,,,,,humanities,science,75,practice_incongruent,practice_incongruent
143,1667928893582,08/11/2022 17:34:53,1667928893589,0,08/11/2022 17:34:53,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,61,1,Screen 1,Zone9,response_keyboard,702.2000000011176,left,1,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Classics,right,,,,,humanities,science,73,practice_incongruent,practice_incongruent
144,1667928894090,08/11/2022 17:34:54,1667928894086,0,08/11/2022 17:34:54,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,61,1,Screen 1,Zone9,response_keyboard,1205.7000000011176,right,2,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Classics,right,,,,,humanities,science,73,practice_incongruent,practice_incongruent
145,1667928894772,08/11/2022 17:34:54,1667928894784,0,08/11/2022 17:34:54,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,61,2,Screen 2,fixation,fixation,700.0540000000037,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Classics,right,,,,,humanities,science,73,practice_incongruent,practice_incongruent
146,1667928895483,08/11/2022 17:34:55,1667928895482,0,08/11/2022 17:34:55,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,62,1,Screen 1,Zone9,response_keyboard,669.6999999992549,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,History,right,,,,,humanities,science,78,practice_incongruent,practice_incongruent
147,1667928896169,08/11/2022 17:34:56,1667928896165,0,08/11/2022 17:34:56,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,62,2,Screen 2,fixation,fixation,699.7350000000151,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,History,right,,,,,humanities,science,78,practice_incongruent,practice_incongruent
148,1667928897798,08/11/2022 17:34:57,1667928897791,0,08/11/2022 17:34:57,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,5,1,Screen 1,Zone9,continue_keyboard,1614.9000000003725,,,0,1,0,,,,Spreadsheet1,2,prepare1,,,,,,,,,or,or,female,male,humanities,science,80,incongruent,incongruent
149,1667928901019,08/11/2022 17:35:01,1667928901039,0,08/11/2022 17:35:01,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,63,1,Screen 1,Zone9,response_keyboard,3217.9000000003725,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Rebecca,left,or,or,female,male,humanities,science,85,incongruent,incongruent
150,1667928901730,08/11/2022 17:35:01,1667928901734,0,08/11/2022 17:35:01,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,63,2,Screen 2,fixation,fixation,700.1509999999835,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Rebecca,left,or,or,female,male,humanities,science,85,incongruent,incongruent
151,1667928905372,08/11/2022 17:35:05,1667928905386,0,08/11/2022 17:35:05,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,64,1,Screen 1,Zone9,response_keyboard,3616.5999999996275,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Chemistry,left,or,or,female,male,humanities,science,95,incongruent,incongruent
152,1667928906074,08/11/2022 17:35:06,1667928906085,0,08/11/2022 17:35:06,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,64,2,Screen 2,fixation,fixation,700.1020000000135,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Chemistry,left,or,or,female,male,humanities,science,95,incongruent,incongruent
153,1667928906888,08/11/2022 17:35:06,1667928906903,0,08/11/2022 17:35:06,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,65,1,Screen 1,Zone9,response_keyboard,791.1999999992549,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Astronomy,left,or,or,female,male,humanities,science,98,incongruent,incongruent
154,1667928907603,08/11/2022 17:35:07,1667928907601,0,08/11/2022 17:35:07,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,65,2,Screen 2,fixation,fixation,700.2060000000056,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Astronomy,left,or,or,female,male,humanities,science,98,incongruent,incongruent
155,1667928908507,08/11/2022 17:35:08,1667928908498,0,08/11/2022 17:35:08,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,66,1,Screen 1,Zone9,response_keyboard,864,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Geology,left,or,or,female,male,humanities,science,97,incongruent,incongruent
156,1667928909198,08/11/2022 17:35:09,1667928909185,0,08/11/2022 17:35:09,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,66,2,Screen 2,fixation,fixation,699.7830000000249,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Geology,left,or,or,female,male,humanities,science,97,incongruent,incongruent
157,1667928910013,08/11/2022 17:35:10,1667928910022,0,08/11/2022 17:35:10,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,67,1,Screen 1,Zone9,response_keyboard,801.1999999992549,left,1,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,John,right,or,or,female,male,humanities,science,88,incongruent,incongruent
158,1667928910924,08/11/2022 17:35:10,1667928910937,0,08/11/2022 17:35:10,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,67,1,Screen 1,Zone9,response_keyboard,1728.5,right,2,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,John,right,or,or,female,male,humanities,science,88,incongruent,incongruent
159,1667928911634,08/11/2022 17:35:11,1667928911635,0,08/11/2022 17:35:11,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,67,2,Screen 2,fixation,fixation,700.1849999999977,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,John,right,or,or,female,male,humanities,science,88,incongruent,incongruent
160,1667928912400,08/11/2022 17:35:12,1667928912397,0,08/11/2022 17:35:12,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,68,1,Screen 1,Zone9,response_keyboard,718.5,right,1,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
161,1667928913044,08/11/2022 17:35:13,1667928913051,0,08/11/2022 17:35:13,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,68,1,Screen 1,Zone9,response_keyboard,1381.699999999255,right,2,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
162,1667928914504,08/11/2022 17:35:14,1667928914519,0,08/11/2022 17:35:14,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,68,1,Screen 1,Zone9,response_keyboard,2840.199999999255,right,3,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
163,1667928916973,08/11/2022 17:35:16,1667928916990,0,08/11/2022 17:35:16,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,68,1,Screen 1,Zone9,response_keyboard,5326.199999999255,left,4,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
164,1667928917673,08/11/2022 17:35:17,1667928917686,0,08/11/2022 17:35:17,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,68,2,Screen 2,fixation,fixation,700.3129999999946,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
165,1667928918794,08/11/2022 17:35:18,1667928918794,0,08/11/2022 17:35:18,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,69,1,Screen 1,Zone9,response_keyboard,1082.6000000014901,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Arts,right,or,or,female,male,humanities,science,103,incongruent,incongruent
166,1667928919482,08/11/2022 17:35:19,1667928919486,0,08/11/2022 17:35:19,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,69,2,Screen 2,fixation,fixation,699.8519999999844,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Arts,right,or,or,female,male,humanities,science,103,incongruent,incongruent
167,1667928920307,08/11/2022 17:35:20,1667928920291,0,08/11/2022 17:35:20,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,70,1,Screen 1,Zone9,response_keyboard,781.9000000003725,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,English,right,or,or,female,male,humanities,science,105,incongruent,incongruent
