Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
19,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_5-quantised,3
20,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_6,1
21,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_6-quantised,1
22,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5,3
23,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_5-quantised,3
24,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7,3
25,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_7-quantised,3
26,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6,3
27,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_6-quantised,3
28,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7,5
29,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_7-quantised,5
30,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386447,60b8d9d91e94c41421dc683e,4281843,,complete,,60f19089e8ed94acf6862a0f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1519x754,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,END QUESTIONNAIRE,99082
1,1.62644E+12,16/07/2021 14:02,1.62644E+12,1,16/07/2021 15:02,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1280x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,BEGIN QUESTIONNAIRE,
2,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1,2
3,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No, EC_1-quantised,2
4,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1,2
5,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_1-quantised,2
6,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_2,2
7,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_2-quantised,2
8,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_2,5
9,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_2-quantised,5
10,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_3,2
11,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,EC_3-quantised,2
12,1.62644E+12,16/07/2021 14:04,1.62644E+12,1,16/07/2021 15:04,57004,9,questionnaire-dzij,,14386448,60d5eedd45dfa0b4306b7ae9,4281844,,complete,,60f1909c4e6ab255ab85893d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1263x577,,"Interpersonal Reactivity Index (Davies, 1983)",4,No,PT_3,3
