Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
160,1612203483906,01/02/2021 18:18:03,1612203483545,0,01/02/2021 18:18:03,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,72,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Astronomy,left,or,or,female,male,humanities,science,98,incongruent,incongruent
161,1612203484639,01/02/2021 18:18:04,1612203484272,0,01/02/2021 18:18:04,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,73,1,Screen 1,Zone9,response_keyboard,696.9449999999779,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,History,right,or,or,female,male,humanities,science,107,incongruent,incongruent
162,1612203485314,01/02/2021 18:18:05,1612203484961,0,01/02/2021 18:18:04,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,73,2,Screen 2,fixation,fixation,699.9719999999797,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,History,right,or,or,female,male,humanities,science,107,incongruent,incongruent
163,1612203485846,01/02/2021 18:18:05,1612203485476,0,01/02/2021 18:18:05,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,74,1,Screen 1,Zone9,response_keyboard,473.3299999999581,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,John,right,or,or,female,male,humanities,science,88,incongruent,incongruent
164,1612203486517,01/02/2021 18:18:06,1612203486161,0,01/02/2021 18:18:06,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,74,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,John,right,or,or,female,male,humanities,science,88,incongruent,incongruent
165,1612203487267,01/02/2021 18:18:07,1612203486904,0,01/02/2021 18:18:06,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,75,1,Screen 1,Zone9,response_keyboard,713.7150000000256,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Biology,left,or,or,female,male,humanities,science,93,incongruent,incongruent
166,1612203487956,01/02/2021 18:18:07,1612203487597,0,01/02/2021 18:18:07,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,75,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Biology,left,or,or,female,male,humanities,science,93,incongruent,incongruent
167,1612203489378,01/02/2021 18:18:09,1612203489022,0,01/02/2021 18:18:09,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,76,1,Screen 1,Zone9,response_keyboard,1385.5849999999919,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Math,left,or,or,female,male,humanities,science,96,incongruent,incongruent
168,1612203490064,01/02/2021 18:18:10,1612203489719,0,01/02/2021 18:18:09,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,76,2,Screen 2,fixation,fixation,706.560999999987,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Math,left,or,or,female,male,humanities,science,96,incongruent,incongruent
169,1612203490706,01/02/2021 18:18:10,1612203490346,0,01/02/2021 18:18:10,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,77,1,Screen 1,Zone9,response_keyboard,598.6300000000047,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Chemistry,left,or,or,female,male,humanities,science,95,incongruent,incongruent
170,1612203491402,01/02/2021 18:18:11,1612203491035,0,01/02/2021 18:18:11,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,77,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Chemistry,left,or,or,female,male,humanities,science,95,incongruent,incongruent
171,1612203492141,01/02/2021 18:18:12,1612203491788,0,01/02/2021 18:18:11,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,78,1,Screen 1,Zone9,response_keyboard,722.9899999999907,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Classics,right,or,or,female,male,humanities,science,102,incongruent,incongruent
172,1612203492845,01/02/2021 18:18:12,1612203492485,0,01/02/2021 18:18:12,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,78,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Classics,right,or,or,female,male,humanities,science,102,incongruent,incongruent
173,1612203493423,01/02/2021 18:18:13,1612203493059,0,01/02/2021 18:18:13,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,79,1,Screen 1,Zone9,response_keyboard,544.3800000000047,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Daniel,right,or,or,female,male,humanities,science,89,incongruent,incongruent
174,1612203494110,01/02/2021 18:18:14,1612203493751,0,01/02/2021 18:18:13,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,79,2,Screen 2,fixation,fixation,699.9719999999797,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Daniel,right,or,or,female,male,humanities,science,89,incongruent,incongruent
175,1612203495364,01/02/2021 18:18:15,1612203495006,0,01/02/2021 18:18:15,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,80,1,Screen 1,Zone9,response_keyboard,1223.8499999999767,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Geology,left,or,or,female,male,humanities,science,97,incongruent,incongruent
176,1612203496059,01/02/2021 18:18:16,1612203495703,0,01/02/2021 18:18:15,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,80,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Geology,left,or,or,female,male,humanities,science,97,incongruent,incongruent
177,1612203496730,01/02/2021 18:18:16,1612203496368,0,01/02/2021 18:18:16,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,81,1,Screen 1,Zone9,response_keyboard,625.4049999999988,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Music,right,or,or,female,male,humanities,science,106,incongruent,incongruent
178,1612203497408,01/02/2021 18:18:17,1612203497051,0,01/02/2021 18:18:17,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,81,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Music,right,or,or,female,male,humanities,science,106,incongruent,incongruent
179,1612203498001,01/02/2021 18:18:18,1612203497649,0,01/02/2021 18:18:17,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,82,1,Screen 1,Zone9,response_keyboard,560.375,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Rebecca,left,or,or,female,male,humanities,science,85,incongruent,incongruent
180,1612203498689,01/02/2021 18:18:18,1612203498334,0,01/02/2021 18:18:18,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,82,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Rebecca,left,or,or,female,male,humanities,science,85,incongruent,incongruent
181,1612203499377,01/02/2021 18:18:19,1612203499019,0,01/02/2021 18:18:19,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,83,1,Screen 1,Zone9,response_keyboard,645.0050000000338,right,1,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Engineering,left,or,or,female,male,humanities,science,99,incongruent,incongruent
182,1612203500882,01/02/2021 18:18:20,1612203500507,0,01/02/2021 18:18:20,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,83,1,Screen 1,Zone9,response_keyboard,2142.0800000000163,left,2,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Engineering,left,or,or,female,male,humanities,science,99,incongruent,incongruent
183,1612203501553,01/02/2021 18:18:21,1612203501205,0,01/02/2021 18:18:21,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,83,2,Screen 2,fixation,fixation,704.3500000000058,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Engineering,left,or,or,female,male,humanities,science,99,incongruent,incongruent
184,1612203502590,01/02/2021 18:18:22,1612203502226,0,01/02/2021 18:18:22,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,84,1,Screen 1,Zone9,response_keyboard,992.2200000000594,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,English,right,or,or,female,male,humanities,science,105,incongruent,incongruent
185,1612203503277,01/02/2021 18:18:23,1612203502922,0,01/02/2021 18:18:22,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,84,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,English,right,or,or,female,male,humanities,science,105,incongruent,incongruent
186,1612203503948,01/02/2021 18:18:23,1612203503569,0,01/02/2021 18:18:23,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,85,1,Screen 1,Zone9,response_keyboard,600.929999999993,right,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Arts,right,or,or,female,male,humanities,science,103,incongruent,incongruent
187,1612203504636,01/02/2021 18:18:24,1612203504255,0,01/02/2021 18:18:24,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,85,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Arts,right,or,or,female,male,humanities,science,103,incongruent,incongruent
188,1612203505230,01/02/2021 18:18:25,1612203504862,0,01/02/2021 18:18:24,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,86,1,Screen 1,Zone9,response_keyboard,570.2200000000012,left,1,1,0,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
189,1612203505917,01/02/2021 18:18:25,1612203505554,0,01/02/2021 18:18:25,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,86,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,2,trials,5,,,,,,Anna,left,or,or,female,male,humanities,science,83,incongruent,incongruent
190,1612203510698,01/02/2021 18:18:30,1612203510346,0,01/02/2021 18:18:30,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,button,continue_button,4774.819999999978,,,0,1,0,,,,Spreadsheet1,,debrief,,,,,,,,,,,,,,,109,,
191,1612203510870,01/02/2021 18:18:30,1612203510351,0,01/02/2021 18:18:30,39476,1,task-3fjs,,9606672,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,IAT_sex_topics,3,Spreadsheet1,END TASK,,,,,222555,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1620031107685,03/05/2021 08:38:27,1620031107609,1,03/05/2021 09:38:27,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1620031149680,03/05/2021 08:39:09,1620031149649,1,03/05/2021 09:39:09,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,button,continue_button,42008.68499997887,,,0,1,0,,,,Spreadsheet1,,task description,,,,,,,,,,,,,,,1,,
3,1620031200358,03/05/2021 08:40:00,1620031200334,1,03/05/2021 09:40:00,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,button,continue_keyboard,50670.97000000649,,,0,1,0,,,,Spreadsheet1,,instructions,,,,,,,,,,,,,,,2,,
4,1620031237684,03/05/2021 08:40:37,1620031237641,1,03/05/2021 09:40:37,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,Zone9,continue_keyboard,37290.94000000623,,,0,1,0,,,,Spreadsheet1,,prepare1,,,,,,,,,,,female,male,,,3,practice_words,practice_words
5,1620031248016,03/05/2021 08:40:48,1620031247987,1,03/05/2021 09:40:47,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,Zone9,response_keyboard,10326.580000022659,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Paul,right,,,female,male,,,13,practice_words,practice_words
6,1620031248713,03/05/2021 08:40:48,1620031248686,1,03/05/2021 09:40:48,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,1,2,Screen 2,fixation,fixation,700.8399999999965,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Paul,right,,,female,male,,,13,practice_words,practice_words
7,1620031251400,03/05/2021 08:40:51,1620031251103,1,03/05/2021 09:40:51,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,2,1,Screen 1,Zone9,response_keyboard,2401.9200000038836,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Julia,left,,,female,male,,,4,practice_words,practice_words
8,1620031251849,03/05/2021 08:40:51,1620031251801,1,03/05/2021 09:40:51,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,2,2,Screen 2,fixation,fixation,699.9719999999797,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Julia,left,,,female,male,,,4,practice_words,practice_words
9,1620031253653,03/05/2021 08:40:53,1620031253613,1,03/05/2021 09:40:53,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,3,1,Screen 1,Zone9,response_keyboard,1798.1950000103097,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Emily,left,,,female,male,,,7,practice_words,practice_words
10,1620031254372,03/05/2021 08:40:54,1620031254301,1,03/05/2021 09:40:54,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,3,2,Screen 2,fixation,fixation,699.9719999999797,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Emily,left,,,female,male,,,7,practice_words,practice_words
11,1620031255626,03/05/2021 08:40:55,1620031255590,1,03/05/2021 09:40:55,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,4,1,Screen 1,Zone9,response_keyboard,1274.6950000000652,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
12,1620031256302,03/05/2021 08:40:56,1620031256284,1,03/05/2021 09:40:56,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,4,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Daniel,right,,,female,male,,,12,practice_words,practice_words
13,1620031257696,03/05/2021 08:40:57,1620031257683,1,03/05/2021 09:40:57,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,5,1,Screen 1,Zone9,response_keyboard,1384.7550000064075,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Anna,left,,,female,male,,,6,practice_words,practice_words
14,1620031258414,03/05/2021 08:40:58,1620031258367,1,03/05/2021 09:40:58,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,5,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Anna,left,,,female,male,,,6,practice_words,practice_words
15,1620031260342,03/05/2021 08:41:00,1620031260313,1,03/05/2021 09:41:00,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,6,1,Screen 1,Zone9,response_keyboard,1934.7299999790266,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Michelle,left,,,female,male,,,5,practice_words,practice_words
16,1620031261021,03/05/2021 08:41:01,1620031261002,1,03/05/2021 09:41:01,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,6,2,Screen 2,fixation,fixation,699.9719999999797,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Michelle,left,,,female,male,,,5,practice_words,practice_words
17,1620031261948,03/05/2021 08:41:01,1620031261920,1,03/05/2021 09:41:01,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,7,1,Screen 1,Zone9,response_keyboard,903.3550000167452,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,John,right,,,female,male,,,11,practice_words,practice_words
18,1620031262642,03/05/2021 08:41:02,1620031262617,1,03/05/2021 09:41:02,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,7,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,John,right,,,female,male,,,11,practice_words,practice_words
19,1620031263705,03/05/2021 08:41:03,1620031263697,1,03/05/2021 09:41:03,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,8,1,Screen 1,Zone9,response_keyboard,1064.7149999858811,left,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
20,1620031264403,03/05/2021 08:41:04,1620031264385,1,03/05/2021 09:41:04,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,8,2,Screen 2,fixation,fixation,699.9719999999797,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Rebecca,left,,,female,male,,,8,practice_words,practice_words
21,1620031265321,03/05/2021 08:41:05,1620031265282,1,03/05/2021 09:41:05,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,9,1,Screen 1,Zone9,response_keyboard,871.0849999915808,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
22,1620031265986,03/05/2021 08:41:05,1620031265968,1,03/05/2021 09:41:05,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,9,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Ben,right,,,female,male,,,10,practice_words,practice_words
23,1620031267329,03/05/2021 08:41:07,1620031267020,1,03/05/2021 09:41:07,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,10,1,Screen 1,Zone9,response_keyboard,1035.0200000102632,right,1,1,0,0,,,,Spreadsheet1,,trials,1,,,,,,Jeffrey,right,,,female,male,,,14,practice_words,practice_words
24,1620031267750,03/05/2021 08:41:07,1620031267718,1,03/05/2021 09:41:07,39476,1,task-3fjs,,12357451,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,IAT_sex_topics,3,Spreadsheet1,10,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,,trials,1,,,,,,Jeffrey,right,,,female,male,,,14,practice_words,practice_words
